__label__135	投诉 骑手 因为 给 的 差评 恐吓 用户 ， 安抚 记录 用户 要 解决 结果 ， 辛苦 核实 回复 林建飞 ( 先生 )   ， 对话 中 用户 断线 ， 辛苦 优先 回复 用户 核实
__label__135	送早 了   安抚 加大 管理
__label__136	用户 咨询   餐能 早点 送 吗   安抚 认可
__label__135	送餐 时间 长 ， 松子 玉米 换成 椒盐 玉米 不 说 还 没 给 送 米饭 ， 送 了 二回 ， 耽误 了 我 上班时间 ， 根本 就 没 时间 吃 了 ， 申请 退款 商家 不 同意 。 商家 服务态度 不好 ， 还 经常 送错 ， 把 责任 往 你们 送货员 身上 推 。 安抚
__label__132	双皮奶 没送 ， 需要 退 15 元 ， 跟 商家 已经 沟通 完 了 ， 但是 没有 退款 的 界面 ， 要求 处理
__label__132	未 回应
__label__1	退款   断开
__label__2	催餐 ， 再 过 五分钟 ， 还 没 送来 ， 我 一定 差评 差评
__label__136	用户 要求 修改 联系电话 ， 安抚 和 商家 沟通 ， 用户 无 回应
__label__131	恢复 支付宝 。
__label__2	至今 没 到   催单
__label__1	未 收到 餐 ， 要求 退款 。
__label__2	用户 反馈 还 没有 收到 餐 ， 购买 了 准时 保 ， 怎么 赔付 ， 辛苦 催促 核实
__label__135	用户 告知 投诉 商家 ， 我司 核实 订单 ， 用户 一直 没有 回复
__label__1	我定 的 外卖 商家 配送 将近 一个 小时 ， 大约 50 分钟 仍 没 送到 ， 超出 预计 时间 十几分钟 ， 配送 员 配送 错 地址 ， 申请 退款 被 拒绝   未 收到 餐 ， 要求 退款
__label__132	香芋 提子 面包   面包 好 硬   安抚 5 元 认可
__label__2	用户 催单 ， 商家 没有 接单 ， 要 赶 飞机 呢 打电话 也 没有 人接
__label__132	无 回应
__label__136	用户 要求 催促 加急 配送 ， 30 分钟 电话 或 短信 回复 您 夏 ( 女士 )  
__label__1	餐凉 ， 配送 延迟 ， 要 的 重麻 送来 的 是 清汤 ， 安抚 解释 后 补偿 19.4 认可
__label__133	商家 无法 开具 发票 ， 索要 电子版 订单 信息 ， 安抚 无法 给 到 ， 建议 自己 打印 下 ， 安抚 可以 帮助 反馈 开具 发票 ， 用户 表示 自己 查看 是否 可以 打印 ， 无法 打印 再次 反馈 处理
__label__131	咨询 支付宝
__label__1	用户 反馈 超时 未收 餐 要求 退款   辛苦 核实
__label__2	用户 要求 直接 上来 ， 就 可以
__label__2	超时 40 分钟   补偿 5 元 不 认可   按理说 要 全赔 啊
__label__2	催餐 ， 安抚 询问 中收餐 ， 安抚 补偿 6 元
__label__131	恢复 支付宝 。
__label__131	恢复 支付宝 。
__label__1	买错 了 要求 退款 ， 询问 用户 和 商家 沟通 好了吗 ？ 用户 无 回应
__label__1	买错 了 要求 退款 ， 询问 用户 和 商家 沟通 好了吗 ？ 用户 无 回应
__label__1	买 了 准时 保   明明 半个 小时 就 该 到   结果 两个 多 小时 还 不到 ， 看 地图   外送员 经过 了 我家 小区   都 不 送过来 ， 两个 多 小时   我 实在 受不了 了   给 外 送员 打电话   他 说 公司 已经 取消 订单 了 ？   可 我 什么 消息 都 没有 收到 ， 咨询 用户 是否 要 退款 ， 用户 未 回复 ， 断开
__label__131	不能 支付宝 支付 ， 已 恢复
__label__131	恢复 支付宝
__label__2	催单 了 不行 ， 催单 过 了 十分钟 又 打 了 电话 ， 商家 说 还要 大概 20 分钟 左右 。 催餐 + 要 赔付 ， 要 美团 同事 回电 。
__label__135	来个 电话 说 外卖 到 了 ， 在 人 没到 的 情况 下 扔下 东西 就 走 ， 安抚 6 元 充值卡 ， 称 不 需要 ， 已 安抚 致歉 ， 认可 。
__label__136	用户 反馈 我 下单 后 的 那天 晚上 你们 的 工作人员 给 我 打 的 电话 说 是 什么 第 68 位 顾客 ， 可以 吃 霸王餐 ， 要加 微信 退 中午 的 饭钱 ， 咋 一个 星期 都 过去 了 ， 也 没 反应 呢 ， 安抚 提供 通话 截图 ， 无 回应
__label__136	乌冬面 帮 我 换掉 可以 吗 ， 安抚 建议 联系 商家
__label__2	催单 已经 超时 了 刚刚 才 配送
__label__135	超出 配送 时间 一个多 小时 啊   用户 投诉 骑手 送餐 延迟   安抚 用户 5 元 充值卡   认可
__label__131	恢复 支付宝
__label__1	配送 延迟 ， 用户 一直 没有 收到 餐 ， 用户 要求 退款 。
__label__132	吃 到 蛆 了   活 的 。   一窝
__label__1	用户 投诉 商家 取消 订单 ， 查看 确实 是 商家 取消 的 ， 用户 要求 赔偿 ， 查看 用户 订单 取消 时间 就 一分钟 就 取消 了 ， 告知 未 申请 到 补偿 ， 用户 不 认可 ， 安抚 用户 联系 商家 回复 用户 处理
__label__2	催单   安抚
__label__2	用户 反馈   没有 收到 餐品 ，   用户 催餐   半个 小时 之内 电话 或者 短信 回复 到
__label__132	少送 了 一个 苹果 ， 安抚 3 元 充值卡 ， 认可 。
__label__134	用户 反馈 无法 分享 红包 ， 查询 告知
__label__1	快递 送错 了 ， 然后 就 不管 了 ， 没有 送 达到 订单 上 的 地址 ， 没有 收到 餐品 ， 要 退款 。
__label__2	超时 配送 问题
__label__1	不送 就 不 送 ， 点个 自己 配送 ， 等 了 一个 小时 都 没 送过来 。 安抚 查询 已 退款 ， 安抚 致歉
__label__132	商家 少送 莴苣 ， 安抚 补偿 2 元 充值卡 ， 不 认可 ， 要求 处理 商家
__label__2	用户 催餐 安抚 耐心 等待 认可
__label__1	用户 来电 表示 商家 超时 餐品 未 送达 ， 要求 退款 ， 商家 拒绝 ， 但是 餐品 至今 也 未 送到 ， 要求 退款 ， 1 个 工作日
__label__131	支付宝 弱化
__label__132	有 头发   图片 微信群
__label__132	少送 藕片 ， 安抚 4 元 充值卡 ， 认可 。
__label__136	用户 告知 商家 打电话 让 用户 点击 确认 ， 我司 核实 告知 收餐 后 显示 订单 完成 不用 点击 了 ， 认可
__label__136	反馈 订单 配送 地址 的 选择 无 回应
__label__2	用户 拜师 订单 超时 40 分钟 要求 处理 ， 辛苦 核实 实际 配送 时间 ， 回复 赵迪勇 ( 先生 )  
__label__2	商家 配送 超时 ， 安抚 用户 催促
__label__132	饭菜 撒 了 ， 要求 处理   一直 没有 联系   要求 尽快 处理
__label__136	第一次 订餐 ， 不用 联系 卖家 吧 ， 安抚 不 需要 的 哦 ， 如果 有 问题 或者 需要 特殊 说明 下 可以 联系 商家 哦
__label__132	饭菜 撒 了 ， 要求 处理   一直 没有 联系   要求 尽快 处理
__label__2	催单   查询 是 商家 配送   安抚 耐心 等待   认可
__label__131	恢复 支付宝
__label__2	催 接单   安抚
__label__2	催 接单   安抚
__label__132	少送 餐品 ， 商家 退款 金额 不 对 ， 安抚 按照 实际 退款 金额 退款
__label__136	用户 诉求 ： 让 商家 给 我 两份 餐具 ， 安抚 建议 自行 联系 告知 ， 用户 不 认可 ， 未 告知 联系方式 ， 辛苦
__label__135	用户 在线 反馈 ， 投诉 骑手 配送 超时 ， 辱骂 用户 ， 感觉 人身安全 受到 威胁 ， 1 个 工作日 回电
__label__135	在 宝岛 便当 点 了 鸡翅 ， 给 我 送 了 鸡排   然后 我 就 退款 了   结果 他们 也 没有 联系 我 ， 在 中午饭 点 ， 我 也 只能 吃 了   结果 下午 过来 要饭 ， 没有 饭 ， 要 我 重新 下单 把 钱 给 他们 ， 他们 把 便宜 的 给 错 了 我 ， 也 没有 告知 会 过来 拿 ， 结果 在 几个 小时 过去 后 过来 要饭 ， 没有 饭 就 要钱   太过分 了 ， 第二份 根本 没有 送   就是 给 他们 的 钱   不 要求 退款   就是 要求 知道 处理 商家 结果   雷 女士
__label__132	称餐品 全部 送错 了 ， 要求 补送 并且 投诉 商家 送错 饭   不准 时   态度 差 。 询问 用户 回复 方式 ， 用户 未 回复 ， 辛苦 联系 收餐 电话
__label__135	我要 投诉 这家 店 态度 极其 恶劣 看 我 的 评论
__label__1	用户 反馈 5 元 大红包 ， 就是 我 在 提交 订单 界面 消失 了 的 红包 ， 之前 反馈 过 两次 了 都 ， 现在 既 没有 答复 ， 红包 也 没 退回来 ， 安抚 补偿 5 元
__label__134	用户 咨询 准时 保   告知 用户 没有 购买 准时 保 的   认可
__label__134	用户 咨询 准时 保 赔付 ， 我司 安抚 耐心 等待 ， 认可
__label__136	我 刚刚 订餐 是 银隆 广场 1310 ， 安抚 建议 联系 骑手
__label__131	恢复 支付宝
__label__132	大 鲜橙多   商家 未送 ， 核实 退款 。
__label__2	不能 及时 送货 ， 就 别接 那么 多单 ， 20   分钟 前 就 显示 在 我 地址 附近 500 米 了 ， 送货 送 了 20 分钟 ， 我 打电话 催 了 3 次 才 送过来 。 一直 跟 我 说 5 分钟 就 到 。 安抚 6 元 充值卡 ， 用户 无 回应 ， 未 充值
__label__2	超时 未 送到 ， 咨询 是否 有 赔付 ， 预 升级 ， 用户 未 回复 ， 断开 。
__label__131	恢复 支付宝
__label__136	修改 地址 ， 建议 联系 商家
__label__1	用户 投诉 商家 不 接单 ， 安抚 用户 认可
__label__131	用户 告知 重复 支付 ， 我司 安抚 提供 一下 凭证 ， 用户 一直 没有 回复
__label__135	投诉 骑手 迟到 了 27 分钟 ， 特别 凶神恶煞 ， 按 门铃 楼上 不响 又 不能 怪 我   我 好好 跟 他 说 让 他 重新 按   他 就 开始 嚷嚷 ， 上来 了 就 直接 饭往 我 手上 一 丢 就 瞪 我   我 也 有 气 ， 你 迟到 了 你 还 吼 我   我 也 不敢 跟 他 吵 我 就 摔门 进去 了   他 听 我 摔门 直接 再 门外 骂 我 让 我 滚出去 ， 我 出去 他 就 说 让 我 等 着 ， 安抚 ， 我们 就 俩个 女孩子 住   他 一个 三十几岁 壮汉   万一 真的 干 出 什么 丧心病狂 的 事儿 怎么办 ， 就是 觉得 害怕 ， 要求 处理
__label__134	“ 用 银行卡 支付 优惠 4.2 ” ， 但 没 给 我 优惠   安抚 告知 优惠 了
__label__132	商家 食物 东西 有 问题 ， 食用 之后 身体 不适 住院 ， 现在 都 还 在 医院 呆 起 的 ， 打吊针 ， 要求 处理
__label__135	买 的 尖椒 肉丝 炒饭   ， 里面 既然 全部 是 鸡蛋 ， 图片 异物 群
__label__1	收银台 返回 重新 下单 取消 ， 安抚 中 ， 用户 未 回复 ， 断开 。
__label__1	系统 取消 订单   安抚 5 元 赔偿 京东 券   认可
__label__132	用户 反馈 没有 骑手 接单 ， 要 催促
__label__132	补偿 20 元 充值卡   不 认可   要求 申请 退款
__label__1	外卖 没 送到 商家 不退 说 让 骑手 陪 然后 都 没理 我 ， 要求 处理 退款
__label__132	用户 再次 反馈   安抚 20 元 认可 （ 联系 用户     0     没有 接听 给 用户 发短信     如果 用户 再次 来电 不 需要 升级     方案 赔付 用户 20 元 的 充值卡
__label__2	骑手 未 接单 告知 接单
__label__1	用户 反馈 说 骑手 拿 的 餐 让 人 偷 了   要求 退款
__label__1	下 订单 后 五分钟 内 申请 退款 ， 被 店家 拒绝   这会 家里 没人收 ， 处理
__label__2	无法 点选 FAQ 。 用户 表示 这个 订单 不 需要 配送 ， 我们 自己 取 。 安抚 需要 商家 支持 到 店 自取 才 可以 ， 用户 表示 和 商家 联系 了 ， 让给 你们 的 快递 员 说 一声 ， 要求 美团 通知 。
__label__1	用户 表示 订单 超时 ， 要求 退款 ， 回复 张保业 ( 先生 )  
__label__1	用户 超时 未 收到 ， 要求 退款 ， 回复 张保业 ( 先生 )  
__label__1	超时 配送 ， 要求 退款 ， 一 工作日 电话 或 短信 回复 您
__label__132	定 了 5 杯 ， 少 了 两杯   。 咨询 少 的 是 那 两杯 没说 ， 辛苦 核实 下
__label__1	等 了 一个多 小时 ， 联系 也 联系 不到 ， 现在 打烊 了   要求 退款   投诉 商家     王先生
__label__134	用户 咨询 准时 保 赔付 核实 到 账   安抚 告知   认可
__label__136	怎么 看 我 的 收货 地址 ， 已 告知 通过 客户端 自行 查询 ， 用户 无 回应
__label__98	评价 找 不到 建议 提供 下 订单 帮 查询 无 回应
__label__131	恢复 支付宝
__label__135	服务 很差 投诉 商家 取消 订单 ， 安抚 用户 认可
__label__1	咨询 退款 信息
__label__1	我定 的 餐 ， 但是 有 的 没有 了 ， 我 想 取消 部分 套餐 。 安抚 询问 未 回应 断开
__label__2	催 接单 记录 升级 查看 已经 有 骑手 接单 短信 告知
__label__1	用户 反馈 订单 超时 未 收到 ， 要求 退款
__label__1	要 退款 ， 申请 退款 被 拒绝 了 。 要求 退款
__label__132	订 的 好人 番茄 鱼 ， 结果 送错 了 ， 送成 酸菜鱼 了 ， 骑手 错送 ， 发送 截图 ， 安抚 赔付 10 元 充值卡 ， 认可 。
__label__1	规则 用户 已经 退款 ， 结案
__label__132	菜品 里面 有 虫子   图群
__label__2	用户 催餐 ， 后 收到 餐 ， 已 安抚 认可
__label__136	要求 六点 开始 配送 ， 现在 取 不了 餐 ， 安抚 用户 不 认可 ， 反馈
__label__132	用户 表示 少餐 ， 少 了 川 香鸡 柳 已经 跟 商家 沟通 ， 要求 部分 退款 ， 回复
__label__132	用户 表示 少 了 少 了 川 香鸡 柳 已经 跟 商家 反馈 ， 要求 部分 退款 回复
__label__132	和 页面 不符 ， 正品 超薄 超大 容量 20000 毫安 ， 土豪 金 充电 宝   送 的 玫瑰红 的 ， 已经 在线 发送 了 图片 。 要求 退款 。
__label__132	安抚 无 回应
__label__1	【 为什么 外卖 商家 的 餐品量 那么 少 ， 完全 不是 在 店里 吃 的 那种 量 ， 我 拒收 了 餐 】 用户 要求 退款 ， 用户 不 需要 回电 ， 已 告知 用户 注意 订单 状态
__label__1	未 收到 餐 ， 要求 退款
__label__135	用户 反馈 商家 店内 便宜 ， 外卖 贵 ， 安抚 反馈 BD
__label__2	用户 要 回 催促 加急 配送 ， 30 分钟 电话 或 短信 回复 您 丁先生 ( 先生 )  
__label__2	用户 要 回 催促 加急 配送 ， 30 分钟 电话 或 短信 回复 您 丁先生 ( 先生 )  
__label__136	修改 菜品 ， 安抚 致电 商家 ， 中途 结束 会话
__label__1	商家 挂 电话 ， 态度恶劣 ， 送货 迟到 三十分钟 ， 催 了 三次 ， 我先 发起 了 退款 ， 货才 送到 ， 没有 收餐 ， 要求 退款
__label__132	用户 反馈 少 了 一杯 可乐 ， 要求 退款
__label__131	支付宝   花 呗
__label__132	羊肉 泡馍 都 是 要 煮 过 的 死 面饼 ， 他家 送出 的 是 发面饼 。 而且 没有 配套 的 辣椒酱 和 糖蒜 ， 这 都 是 标配 啊 ！ 汤里 一层 的 大葱 。 羊肉 泡馍 里 应该 是 粉丝 ， 他家 用 粗 粉条 。 汤 也 是 一股 添加剂 的 味道 。 我 第一 时间 就 拨打 了 商家 的 电话 ， 关机 。 没法 沟通 。 我 申请 退款 。 卖家 给 我 打 了 电话 ， 我 提出 疑问 。 他们 回复 他家 就 这样 。 态度 一点 都 不好 。   要求 退款     李女士 （ 异物 群 ）
__label__1	用户 反馈 是 新 设备 新 账户 ， 一 开始 可以 享受 新 用户 优惠 ， 后来 再 支付 无法 享受 了 ， 查询 未 被 风控 ， 咨询 管理 ， 补偿 25 元 充值卡 ， 已 充值 ， 认可
__label__2	商家 没有 做好 饭 ， 拖时间 了 ， 骑手 等不及 了   催促
__label__1	用户 反馈 现在 还 没有 收到 餐 ， 要求 退款
__label__132	吃 的 鸭肠 一股 洗衣粉 味道   有 头发 ， 客服 联系 结果 表示 商家 会 联系 用户 处理 ， 但是 用户 表示 一直 未 接到 商家 电话 ， 要求 催促 商家 回复 处理
__label__1	中午 饿 等到 了 现在 结果 饭 没 了 ． 投诉 退款
__label__1	中午 饿 等到 了 现在 结果 饭 没 了 ， 用户 投诉 ， 退款 ．
__label__132	用户 反馈 商家 做 的 活动 ， 满赠 没有 送水   ， 和 商家 沟通 度 恶劣 ， 说 美团 不 做 这 活动 了   他们 也 给 不了 ， 最后 说 一句 我 就 不 给 你 怎么 的 吧   电话 就 挂 了 。 一瓶 水   就是 受不了 商家 态度恶劣 。 安抚 8 元 不 认可 要求 商家 致歉 。   （ 辛苦 核实 活动 无法 实施 尽早 下架 ）
__label__132	餐品 送错
__label__135	外卖 一个多 小时 了 还 没收 到   打电话 他 找 不到 地方 我 都 打 了 几个 电话 。 告诉 他 他 还 找 不到 地方 醉 了   安抚 告知 刚刚 收到 餐
__label__132	少送 6 份 云吞 ， 2 份 拌面 。 云台 只 送 了 小 的 。 安抚 30 分钟
__label__98	咨询 评价
__label__1	用户 要求 退款 ， （ 晚 了 快 半小时 才 送到 ， 外卖 给 我 打 了 电话 说 商家 忙 还 没 做 出来 他 先点 了 送达 ， 结果 送过来 ， 那个 饭 根本 没法 吃 ， 咸 的 不行 ， 果汁 也 是 坏 的 ， 喝 了 一口 都 是 烂 水果 得 味道 ， 打电话 过去 那边 店员 态度 也 不好 ） 要求 退款 ， 回复
__label__1	没有 收到 东西 ， 订单 显示 完成 ， 核实 订单 未 回复 断开
__label__135	已经 核实 订单 ， 用户 未 告知 问题   断开
__label__1	用户 反馈 没有 收到 餐 ， 我 申请 退款 ， 商家 不予 办理 ， 还 态度恶劣 ， 到 现在 显示 交易 成功 ， 消费者 太 没有 安全 了   ， 要求 退款 ， 一个 工作日 回复
__label__1	要求 退款 ， 核实 订单 未 回复 断开
__label__135	先 催餐 ， 商家 不送餐 也 不 同意 退款 ， 不 尽快 送达 ， 就 退款 。
__label__2	配送 超时 ， 等 的 时间 太 长 ， 就 取消 订单 了 ， 但是 对 超时 不满 ， 安抚 5 元 充值卡 ， 认可 。
__label__135	投诉 商家 送餐 慢 已经 超时 1 小时   没有 收餐 ， 取消 订单
__label__131	用户 反馈 重复 支付 ， 查看 只扣 了 一笔 ， 已 建议 用户 联系 银行 咨询 ， 如果 确实 重复 支付 ， 会 退回 原 支付方
__label__2	催餐   补偿 10 元 充值卡   认可
__label__131	用户 要求 恢复 支付宝 支付 ， 我司 安抚 优先 恢复 ， 认可
__label__132	完达山 牛奶   柠檬 切片   维多利 葡萄   佳乐 椰汁 水   御膳 章 海鲜 杯面   顾大嫂 重庆 小面   没送   要求 退款 单品 （ 商家 没货   图片 已发 异物 群
__label__2	催 接单
__label__1	配送 延迟   商家 让 用户 继续 等   安抚 不 认可   用户 要 退款
__label__1	用户 告知 超时 配送 ， 要求 退款 ， 一 工作日 电话 或 短信 回复 您 李慧 ( 女士 )  
__label__2	用户 称   和 商家 送餐 太慢 了   安抚 用户 充值卡 5 元   认可
__label__132	用户 反馈 量少 一个 人 都 不够 吃 ， 安抚 用户 认可
__label__132	用户 要求 把 少 送 的 把 葱花饼 退款 ， 一 工作日 电话 或 短信 回复 您 张 先生 ( 先生 )  
__label__1	用户 写错 电话 ， 没有 收到 餐品 ， 骑手 已经 把 餐品 送回 商家 ， 用户 联系 商家 ， 商家 让 联系 美团 处理 ， 要求 退款
__label__136	定位 和 地址 不符 ， 安抚 ， 建议 删除 地址 重新 定位 下
__label__136	安抚 联系 商家
__label__1	11 点 30 定 了 个 餐 说 是 12 点 09 送到   11 点 05 左右 与 商家 联系   商家 未能 及时 通知 骑手 取货   导致 延时   并且 中午 赶时间 ， 与 商家 说 退款 ， 商家 答应 退   12 点 34 时候 商家 以 正在 配送 中为 由 拒绝 我 的 退款 ， 请 你们 协调 一下 ， 这是 商家 的 原因 并 不是 个人 原因 ！   要求 退款   王     （ 2 点半 以后 联系 我 吧   我 之前 都 在 开会 ）
__label__2	催餐   商家 不 发货 ， 手机 关机
__label__1	我要 退款 。 商家 不 给 退 。 我下 的 预定 单 。 临时 有事 ， 要 走 了 。 处理
__label__2	投诉 商家 ， 配送 延迟
__label__2	用户 催单   安抚 认可
__label__134	我 投 了 准时 保 ， 但是 商品 并 没有 准时 送达 ， 超过 10 多分钟 才 来 的 ， 到 现在 我 都 没有 收到 解决方案 。 安抚 询问 未 回应 断开
__label__136	刚 下单 不 小心 点 确认 收货 了 ， 未 超时 ， 安抚 耐心 等待
__label__2	晚 了 ， 核实 订单 未 回复 断开
__label__136	修改 时间
__label__131	商家 要钱 ， 用户 查看 是否 支付 了 ， 建议 页面 查看 ， 查看 货到付款 ， 告知 需要 支付现金
__label__1	用户 告知 订单 被 取消 优惠券 也 没有 了 ， 我司 核实 风控 ， 多次 安抚 不 认可 ， 一 工作日 电话 或 短信 回复 您 廖俊宏 ( 先生 )  
__label__2	超时   安抚 5 元 认可
__label__135	2 点 十多分 定 的   吗 ， 记录 一直 显示 已 取餐 ， 补偿 5 元 ， 未 回复 ， 结案
__label__135	送 了 一个多 小时 没 送来 ， 然后 打电话 问 ， 过 了 40 分钟 还 没来 ， 然后 打 第二次 电话 他 挂掉 ， 用 别人 的 手机 打 他 就 接 了 ， 态度 很差 ， 安抚 记录 反馈
__label__2	催餐 ， 未 告知 联系方式 ， 辛苦
__label__2	外卖 好慢   商家 还 没有 给 炒 好 ， 培训 员 没有 接单   安抚
__label__2	用户 反馈 等待 了 这么久 还是 没有 收餐 。   他 把 饭 送 了   还要 退款   饿死 我 了   还 需要 看 你们 处罚 记录 ， 一直 没有 解决 ， 要求 补偿 ， 安抚 不 认可 ， 补偿 用户 15 元 ，
__label__2	用户 要 回 催促 加急 配送 ， 30 分钟 电话 或 短信 回复 您 郑 秉钧 ( 先生 )  
__label__2	用户 购买 了 准时 保   骑手 点击 送达   没有 收到 餐   麻烦 核实 处理
__label__1	个人 原因   需要 退款   安抚 不能 退   不 认可
__label__135	骑手 超过 送达 时间 还 没 去取 餐   安抚
__label__134	用 了 准时 保 ， 送餐 超过 30 分钟 ， 赔付 什么 时候 到 呢 ， 你们 的 骑手 ， 在 离 我 很 远 的 地方 就 开始 打电话 ， 问 我 能 不能 提前 点 确认 收货 ， 但是 点 了 态度 差 有点 过 了 ， 希望 你们 给 他 的 标签 取消 掉 ， 不 方便 接电话 ， 短信 告知 用户 或者 详细 记录 工 单用户 再次 反馈 告知
__label__2	用户 表示 还 没有 收到 餐品 ， 之后 主动 结束 会话 。
__label__135	定 了 一份 餐 骑手 找 不到 还 骂人   打电话 不接   我 和 商家 说 商家 说 和 他 不 挨着   这样 商家 请问 他家 有 黑社会 背景 么   打电话 不接   商家 牛 逼 啦 哄   要求 退款 （ 用户 再次 反馈 ， 客服 已经 按照 之前 客服 处理结果 备注 ， 进行 充值 17 认可 。 ）
__label__1	商家 接单 不 做   安抚
__label__135	用户 发送 图片 告知 要求 投诉 骑手 ， 天天 打电话 ， 发微信 骚扰 用户 女朋友 ， 骑手 电话 180 - 1666 - 8857 ， 名字 ： 曾国荣 ， 微信名 ： 海洋 ， 江西 赣州 人 。 要求 给 个 说法 ， 要求 回复 ， 一 工作日 电话 或 短信 回复 您
__label__1	超时 配送 ， 要求 退款 ， 联系 不到 商家
__label__1	跟 商家 联系 了 ， 送错 了 ， 退款 处理
__label__135	用户 发送 图片 告知 要求 投诉 骑手 ， 天天 打电话 ， 发微信 骚扰 用户 女朋友 ， 骑手 电话 180 - 1666 - 8857 ， 名字 ： 曾国荣 ， 微信名 ： 海洋 ， 江西 赣州 人 。 要求 给 个 说法 ， 要求 回复 ， 一 工作日 电话 或 短信 回复 您
__label__135	nan
__label__132	用户 反馈 腊味 炒饭 ， 里面 的 肉 是 臭 的 ， 要求 解决 ， 辛苦 跟进 处理
__label__132	工单 ID ： 394788 已经 升级
__label__132	撒餐 了   安抚 用户 充值卡 5 元   认可
__label__132	用户 来电 反馈 锡纸 花甲 少送 一份 ， 辛苦 处理 ， 30 分钟 内 电话 或者 短信 回复
__label__135	投诉 骑手 提前 点击 送达   安抚 记录   主动 退出
__label__135	投诉 骑手 ， 未 送到 点击 已 送达 ， 态度 差 。 安抚 ， 赔付 6 元 充值卡 。
__label__2	这边 一直 没有 送货   ， 用户 要求 投诉 投诉 ， 我 已经 电话 联系 过 他们 了 他们 现在 还 没有 配送
__label__2	至今 没 到   催单
__label__132	我点 了 一份 麻辣烫 ， 点 了 两份 娃娃 菜 ， 然后 卖家 就 给 了 两片 叶子 我点 了 退款 ， 卖家 直接 打电话 来说 我 讹人 ， 态度 差 ， 安抚 补偿 4 元
__label__132	所 购买 的 产品 没有 ， 后来 店家 电话 给 我 说 换 大 鸡腿 ， 并且 承诺 这个 分量 更 多 ， 我 才 没有 退单 ， 实际上 这些 加 起来 500 克 都 没有 ， 原本 购买 物品 一份 320g 我 一共 买 了 四份 ， 正常 应该 是 大于 1200g ， 要求 处理
__label__135	用户 表示 地址 错 了   然后 他 不 给 我 送 不 退款 ， 如果 不 退款 ， 就 送达 餐品 呀 ， 在 可以 让 人 拿 。 送 达到 收货 地址 也 可以 啊 。
__label__2	投诉 商家 超时 配送   30 分钟 安抚   5 元 充值卡 认可
__label__1	用户 反馈 当时 下单 后 就 点 取消 了 ， 后来 联系 商家 同意 退款 了 ， 要求 协助 处理 退款
__label__136	用户 要求 催促 加急 配送 ， 30 分钟 电话 或 短信 回复 您 许钦生 ( 先生 )  
__label__132	少送 粉丝 和 金针菇   ， 安抚 赔付 5 元 充值卡 ， 未 表示 认可 ， 断开 。 未 充值 。
__label__131	nan
__label__1	用户 想 退款   用户 申请 了   建议 用户 关注 状态
__label__132	用户 告知 米饭 要 两份 只 给 送 一份 。 紫菜汤 也 没有 ， 要 的 青椒 肉丝 也 不 对 ， 要 商家 重新 配送 ， 三倍 赔偿 ， 30 分钟 电话 或 短信 回复 您 吴先生 ( 先生 )  
__label__132	用户 告知 米饭 要 两份 只 给 送 一份 。 紫菜汤 也 没有 ， 要 的 青椒 肉丝 也 不 对 ， 要 商家 重新 配送 ， 三倍 赔偿 ， 30 分钟 电话 或 短信 回复 您 吴先生 ( 先生 )  
__label__1	晚 半个 多 小时 送到 ， 未收 餐 ， 要求 退款 。 已 发送 凭证 到 异物 群
__label__132	安抚 5 元 充值卡 ， 用户 认可
__label__1	用户 要求 把 少 送 一个 鸡腿 退款 ， 一 工作日 电话 或 短信 回复 您 陈翔 ( 先生 )  
__label__2	用户 要求 催促 尽快 接单 ， 安抚 不 认可 。
__label__2	用户 要求 催促 尽快 接单 ， 安抚 不 认可 。
__label__132	用户 表示 餐品 坏 的 ， 吃 了 身体 不适 ， 无法 提供 就 以 证明 ， 辛苦 核实 实际 情况 回复 吕子 乔 ( 先生 )  
__label__1	没收 餐   要求 退款 已经 和 商家 沟通 过 （ 投诉 骑手 骂人
__label__1	配送 员 找 不到 地址 ， 我 申请 退款 ， 商家 拒绝 了
__label__134	询问   无 回应
__label__132	我 吃 完 发现 里面 有 只 苍蝇   我 申请 退款   商家 拒绝   后来 我 做 没过多久   商家 退款 给 我 了
__label__132	防弹 咖啡 ， 可能 今天 的 缺 了 某些 成分 ， 少 了 黄油 或 什么 油脂 明显 少   联系 不到 商家   要求 商家 回电
__label__2	超时 ， 安抚 10 元 充值卡 ， 认可 。
__label__2	用户 反馈   没有 收到 餐品 ，   用户 催餐   半个 小时 之内 电话 或者 短信 回复 到
__label__1	用户 投诉 商家 取消 订单 ， 我司 安抚 小美 马上 反馈 相关 部门 加强 对 商家 监管 的 ， 认可
__label__136	两个 餐品 都   不要 辣椒 不要 葱   辛苦 联系 商家
__label__132	菜品 全部 都 送错 了 ， 我点 的 是 烤 翅 送来 的 是 香肠 ， 鸡排 的 口味 也 不 对 ， 骑手 让 联系 商家 ， 用户 联系 商家 电话 停机 ， 安抚 解释 后 补偿 10 元 ， 用户 不 认可 ， 要求 联系 商家 处理
__label__1	用户 反馈 我 好 多次 的 外卖 都 晚 了 很 久 ， 这种 情况 不是 一两次 ， 好 多次 了 ， 用户 表示 显示 的 送到 时间 是 谁 给出 的 ， 要求 核实 情况 告知 ， 回电 、 短信 告知 用户 不 认可 ， 用户 表示 线上 咨询 结果 ， 告知 用户 次日 线上 咨询 处理结果 ， 用户 表示 结果 还要 我 咨询 ？ 再次 核实 无 回应 ，
__label__2	用户 催单   安抚 催促   用户 之后 无人 了
